Classifier,Evaluation,Correct,ModelTime,Time,NumOfFeature,Features
NaiveBayes,InfoGainAttributeEval,6426.0,0.073882415,0.873197855,28,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1
NaiveBayes,InfoGainAttributeEval,6438.0,0.073977068,0.829117984,27,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21
NaiveBayes,InfoGainAttributeEval,6410.0,0.07829311,0.82856897,26,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31
NaiveBayes,InfoGainAttributeEval,6406.0,0.072763454,0.841784315,25,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11
NaiveBayes,InfoGainAttributeEval,6355.0,0.072334359,0.842556109,24,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39
NaiveBayes,InfoGainAttributeEval,6329.0,0.072744894,0.827545247,23,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16
NaiveBayes,InfoGainAttributeEval,6324.0,0.074376283,0.832460766,22,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12
NaiveBayes,InfoGainAttributeEval,6333.0,0.079914504,0.833664022,21,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22
NaiveBayes,InfoGainAttributeEval,6318.0,0.074557974,0.815351808,20,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon
NaiveBayes,InfoGainAttributeEval,6310.0,0.075502956,0.806515427,19,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5
NaiveBayes,InfoGainAttributeEval,6308.0,0.083678644,0.78923442,18,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29
NaiveBayes,InfoGainAttributeEval,6312.0,0.071149309,0.779696169,17,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope
NaiveBayes,InfoGainAttributeEval,6270.0,0.072478185,0.743545296,16,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38
NaiveBayes,InfoGainAttributeEval,6218.0,0.069388318,0.769427423,15,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28
NaiveBayes,InfoGainAttributeEval,6197.0,0.071562225,0.745583013,14,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect
NaiveBayes,InfoGainAttributeEval,6193.0,0.068276318,0.71699795,13,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm
NaiveBayes,InfoGainAttributeEval,6167.0,0.066371328,0.705431382,12,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37
NaiveBayes,InfoGainAttributeEval,6122.0,0.065365739,0.693616184,11,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology
NaiveBayes,InfoGainAttributeEval,6193.0,0.063988762,0.668656342,10,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2
NaiveBayes,InfoGainAttributeEval,6220.0,0.06566205,0.653352654,9,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2
NaiveBayes,InfoGainAttributeEval,6229.0,0.06819778,0.655757093,8,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am
NaiveBayes,InfoGainAttributeEval,6010.0,0.064869975,0.639907045,7,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology
NaiveBayes,InfoGainAttributeEval,6057.0,0.061293059,0.607037593,6,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9
NaiveBayes,InfoGainAttributeEval,5800.0,0.065005331,0.612886931,5,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0
NaiveBayes,InfoGainAttributeEval,5784.0,0.064646724,0.614192822,4,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points
NaiveBayes,InfoGainAttributeEval,5909.0,0.058928061,0.568522873,3,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways
NaiveBayes,InfoGainAttributeEval,5701.0,0.059996937,0.557054765,2,Elevation-Wilderness_Area3
NaiveBayes,InfoGainAttributeEval,5832.0,0.061150279,0.554270321,1,Elevation
NaiveBayes,GainRatioAttributeEval,6542.0,0.079550082,0.990032049,54,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32-Soil_Type10-Hillshade_9am-Vertical_Distance_To_Hydrology-Soil_Type15-Slope-Hillshade_3pm-Aspect-Hillshade_Noon-Soil_Type14-Soil_Type24-Soil_Type6
NaiveBayes,GainRatioAttributeEval,6542.0,0.086818839,1.021282173,53,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32-Soil_Type10-Hillshade_9am-Vertical_Distance_To_Hydrology-Soil_Type15-Slope-Hillshade_3pm-Aspect-Hillshade_Noon-Soil_Type14-Soil_Type24
NaiveBayes,GainRatioAttributeEval,6542.0,0.109435598,1.056557486,52,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32-Soil_Type10-Hillshade_9am-Vertical_Distance_To_Hydrology-Soil_Type15-Slope-Hillshade_3pm-Aspect-Hillshade_Noon-Soil_Type14
NaiveBayes,GainRatioAttributeEval,6542.0,0.088901598,1.00620656,51,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32-Soil_Type10-Hillshade_9am-Vertical_Distance_To_Hydrology-Soil_Type15-Slope-Hillshade_3pm-Aspect-Hillshade_Noon
NaiveBayes,GainRatioAttributeEval,6548.0,0.087621362,0.984918395,50,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32-Soil_Type10-Hillshade_9am-Vertical_Distance_To_Hydrology-Soil_Type15-Slope-Hillshade_3pm-Aspect
NaiveBayes,GainRatioAttributeEval,6549.0,0.084168888,0.960449121,49,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32-Soil_Type10-Hillshade_9am-Vertical_Distance_To_Hydrology-Soil_Type15-Slope-Hillshade_3pm
NaiveBayes,GainRatioAttributeEval,6569.0,0.087548538,0.946265784,48,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32-Soil_Type10-Hillshade_9am-Vertical_Distance_To_Hydrology-Soil_Type15-Slope
NaiveBayes,GainRatioAttributeEval,6588.0,0.082872801,0.913426256,47,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32-Soil_Type10-Hillshade_9am-Vertical_Distance_To_Hydrology-Soil_Type15
NaiveBayes,GainRatioAttributeEval,6585.0,0.083575021,0.899900737,46,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32-Soil_Type10-Hillshade_9am-Vertical_Distance_To_Hydrology
NaiveBayes,GainRatioAttributeEval,6585.0,0.083990618,0.885948069,45,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32-Soil_Type10-Hillshade_9am
NaiveBayes,GainRatioAttributeEval,6406.0,0.080537763,0.857578727,44,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32-Soil_Type10
NaiveBayes,GainRatioAttributeEval,6387.0,0.078578662,0.862454031,43,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points-Soil_Type32
NaiveBayes,GainRatioAttributeEval,6386.0,0.077848233,0.855832988,42,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33-Horizontal_Distance_To_Fire_Points
NaiveBayes,GainRatioAttributeEval,6406.0,0.074330774,0.839549647,41,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology-Soil_Type33
NaiveBayes,GainRatioAttributeEval,6435.0,0.076963456,0.797290494,40,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3-Horizontal_Distance_To_Hydrology
NaiveBayes,GainRatioAttributeEval,6448.0,0.073972557,0.805126894,39,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30-Soil_Type3
NaiveBayes,GainRatioAttributeEval,6459.0,0.074083842,0.795085085,38,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26-Soil_Type30
NaiveBayes,GainRatioAttributeEval,6479.0,0.078268132,0.80364061,37,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18-Soil_Type26
NaiveBayes,GainRatioAttributeEval,6464.0,0.075813435,0.786069776,36,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31-Soil_Type18
NaiveBayes,GainRatioAttributeEval,6457.0,0.077488981,0.774892878,35,Wilderness_Area3-Soil_Type2-Soil_Type37-Soil_Type38-Elevation-Soil_Type9-Wilderness_Area0-Soil_Type39-Soil_Type34-Soil_Type11-Soil_Type36-Soil_Type21-Soil_Type29-Soil_Type13-Soil_Type28-Soil_Type12-Wilderness_Area1-Soil_Type8-Soil_Type5-Soil_Type17-Soil_Type35-Wilderness_Area2-Soil_Type0-Soil_Type20-Soil_Type7-Soil_Type16-Soil_Type22-Soil_Type4-Horizontal_Distance_To_Roadways-Soil_Type1-Soil_Type23-Soil_Type25-Soil_Type27-Soil_Type19-Soil_Type31
